Label,Subtype Type,Tags,Summary,Live on-chain,Description,URL,Image,Main Ecosystem,Twitter,Community,Whitepaper,Documentation,Confidence Level,Contact Info,Geographic Focus,v1,v2,v3
Crypto Commons,Network,,,,"Crypto commons are a subset of digital commons emerging in the context of Distributed Ledger Technology. They comprise base layer protocols, applications built on top of them as well as tools and mechanisms used in their design and calibration. In contrast to pre-DLT commons they usually make active use of market mechanisms and economic incentives in order to reward contributions to the common Good.",https://www.crypto-commons.org/,https://uploads-ssl.webflow.com/600c9bac794a0f3434e0d368/61fd456a869f6bbe936a4ea9_logo-crypto-commons.png,Web2,,,,,,cryptocommonshub@protonmail.com,,1,0,1
CryptoTrunks,NFT,,,,,https://opensea.io/collection/cryptotrunks,https://lh3.googleusercontent.com/oZ3rNvsIZGyj_BInkVOQotVWjoToROEwBEOAKOiElByQcV_zHqYUE61Nds2g_s1rg0vEjSV_ADix8jForAya5zZPtWnamJNcdBWWcA=s0,Ethereum,,,,,,,,1,1,1
Curve Labs,Builder,,"Curve Labs are an innovation network working with Web3 primitives to design, develop and improve blockchain-native organizations more than the sum of their parts. ",,"Curve Labs are architects that source and combine open-source blockchain primitives to create novel organizations. They aim to democratize wealth generation and distribution using token engineering to facilitate a liquid and sustainable long-tail of emerging ecosystems. Some of their projects include PrimeDAO (a blockchain-native organization that is researching and building next-generation coordination tools for decentralized finance), Celo Climate Collective (a key regenerative finance initiative launched by the Celo community to leverage Web3 in fighting climate change), and Toucan Protocol (an org that uses mechanism design to transform the existing carbon sequestration supply chain).",https://www.curvelabs.eu/,https://pbs.twimg.com/profile_images/1506287116376027140/_aje108X_400x400.jpg,Celo,https://twitter.com/curvelabs,TBA,TBA,TBA,Good but need more information,contact@curvelabs.eu ,,1,1,1
Cut,Product,Carbon | Tokenization,"Our ambitious blockchain project allows you to reduce your carbon footprint transparently on-chain, in any amount, at any time.",,"Carbon Utility Token (CUT) is a utility token that allows you to reduce your carbon footprint transparently on-chain, in any amount, at any time. CUT is backed by certified carbon offsets generated from the removal and destruction of carbon by landfill gas and biomass projects. They work with independent power producers to continually source more offsets for the pool as tokens are retired from supply. Whenever minting takes place each token grows to represent an increased volume of carbon it can: hold, trade or retire from circulation forever.",https://www.cut.eco/,https://uploads-ssl.webflow.com/5ed796379a8bd966f088efb3/5ee88b6774c7d9c51cfd5e6a_CUT_logotype.png,Ethereum,,,https://uploads-ssl.webflow.com/5ed796379a8bd966f088efb3/6182828826d0b40f8df36c4f_CUT_white-paper_2021.pdf,,,,,0,1,1
Cyberbox,NFT,Carbon | Demand,CyberBox is the first NFT marketplace with ReFi integration by being the first NFT marketplace on the Celo blockchain.,Yes,"Our mission is to create a NFT Marketplace that brings together the whole Celo community. We are 100% dedicated to every Celo NFT project that exists or is looking to establish themselves for the future. We try to provide the best experience to our community by listening to them and engaging with them to create a prosperous enviroment for any user, trader, NFT lover and crypto enthusiasts",https://cyberbox.art/,https://cyberbox.art/earth.png,Celo,https://twitter.com/cybertime_eth,Discord Invite: https://discord.com/invite/cKcWfCux4s or Telegram Invite: https://t.me/cybertime_eth,,,,,,0,0,1
dClimate,Data,MRV,"A transparent, decentralized marketplace that allows participants to buy and share data and contribute to an open ecosystem of data-driven climate resilience applications.",Yes,"dClimate is architected with four key layers that together provide a decentralized infrastructure for sourcing, delivering, storing, and incentivizing the use of high-quality climate data: Governance, Oracle, Blockchain and Data Storage, and Marketplace. dClimate offers protocol-level transparency coupled with a feature-rich and intuitive UI.Through a simple and easy rating system, data consumers will be able to quickly judge which data publishers offer the most value for a particular need. Clients will also be able to set up payments with ease using digital stablecoin rather than any volatile token payment method. The validator nodes on the network will offer quality control that is not available when shopping for data or forecasts in the current system. Finally, a community of other users will be available to share information and lessons with.",https://www.dclimate.net/,https://pbs.twimg.com/profile_images/1483443499546644493/2sruqkVw_400x400.png,Ethereum,https://twitter.com/dClimateDAO?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,https://discord.com/invite/bYWVdNDMpe,https://www.dclimate.net/whitepaper.pdf,"https://api.dclimate.net/ 
",Good,"community@dclimate.net 
",USA,1,1,1
DeTrash,DAO,Plastic | Waste Management,A RECY Token represents a kg of waste that had a sustainable destination. RECY TOKEN sales supports waste recycling and collecting projects.,Yes,"Detrash believes that one of the most effective solutions for diminishing recyclable
waste production while boosting the recycling production chain necessarily goes
through giving the efficient market incentive through crypto assets for who generates
recyclable waste based on both delivery of recyclables to recycling partners, and non
biodegradable supply chain substitution.",https://en.detrashtoken.com/about-3,"https://static.wixstatic.com/media/815913_37035cda94c84f18ada61671c36a34f7~mv2.png/v1/crop/x_121,y_68,w_1423,h_327/fill/w_226,h_52,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/RRRRR.png",Celo,,,https://drive.google.com/file/d/1k4jFIni3IEIuyTmTA3wC2Au_8JQHtA2c/view,,,,,0,1,1
DiatomDAO,DAO,Ocean,"Ocean protection, decentralized. Starting with the first-ever tokenization of ocean plastics removal.",,Elaborate on why DAO shut down: https://snapshot.org/#/diatomfund.eth/proposal/0xffb60e365be4fcf4d615e1d55fd0450ccb7fcff7f4363057e4753b1b5482fa47,https://t.co/NCLXXdQHBc,https://pbs.twimg.com/profile_images/1453440139301171205/oZZfX0z5_400x400.jpg,Polygon,https://twitter.com/diatomdao?lang=en,,,,,,,0,1,1
DigitalGaia,Data,MRV,"We unlock the value of the regenerative economy by helping stewards optimize, demonstrate, and monetize their projects' impact, creating clarity, trust and accountability for investors. ",,"With a global community of experts and observers incentivized and harmonized by AI, transparent on-chain assessments of end-to-end impact using real world data are administrated to continuously evaluate regenerative project's real global impact. With impact strategy, Digital Gaia works towards optimizing, tracking, and monetizing within and across projects. Through impact finance, Digital Gaia underwrites, audits, and references prices for project finance and credit issuance. By decentralizing and democratizing the last mile of impact, we can unclog that logjam and level the playing field–fostering more regenerative projects on a global scale than ever before.",https://www.digitalgaia.earth/,https://uploads-ssl.webflow.com/61f11a8b1ba9cb9a70e078ab/6203d5bbc95a90ca96239c0e_DG%20Logo%20NEG%20Yellow.svg,TBA,https://twitter.com/_digitalgaia,,,,,Contact form https://ru4dr6aubit.typeform.com/to/C3HEb2S3?typeform-source=www.digitalgaia.earth,,0,1,1
Dovu,Protocol,Carbon | Tokenization,"We’re DOVU. We will offset your carbon footprint. Our marketplace supports carbon capture across the planet. We use impartial soil scientists to calculate the data and distributed ledger technology, Hedera Hashgraph, to verify its authenticity.",Yes,"Our vision is to build a trust layer of carbon offset integrity. We’re doing this by unlocking the carbon stored in soil and harnessing the power of decentralised finance to tackle crypto’s carbon footprint. All through a growing global community of farmers, crypto organisations and token holders.",https://dovu.earth/en/,https://pbs.twimg.com/profile_images/1516426086279753736/zESRiVtI_400x400.jpg,Hedera,https://twitter.com/dovuofficial,https://discord.gg/zEeQfQmDse,,,,,,1,1,1
DraftVC,Investor,Funding,"We incubate, advise/accelerate & invest in pre-seed/seed stage companies in web3, climate, fintech, & proptech.",,"We're pre-seed and seed stage technology investors with a track record of six unicorn investments, including Notion, Thrive Market, FabFitFun, Protocol Labs, Dfinity, and Cosmos, all of which we invested in at the seed stage. Other notable investments include Zipline, Side Inc., and Subspace.",https://draftvc.com/,https://draftvc.com/_next/image?url=https%3A%2F%2Fsuper-static-assets.s3.amazonaws.com%2F9ce818cc-bccc-44b1-bdea-4e15832fc261%2Fimages%2Fa3f28686-fd9c-40ad-bd27-2ef12ec68f6d.png&w=1200&q=80,USD,,,,,,,,0,0,1
DrawDAO,DAO,Carbon | Supply,"DrawDAO is a community of carbon drawdown project operators, climate activists, scientists, and artists fighting climate change via the open-sourcing of carbon dioxide removal & storage (CDRS) methodologies and the pledging of funds to new and emerging CDRS projects.",No,"We're on a mission to drive awareness to, catalyze, and fund the creation of hundreds of new carbon drawdown projects. We plan to do this by launching 12 unique NFT collections over 12 months for each project we back -- with artwork commissioned by artists from frontline communities most affected by climate change. Projects will be betted by an application process that will include review by a panel of climate change scientists and legal experts. Draw DAO plans to release a platform that enables CDRS project creators to list their project for crowdfunding from retail investors, corporates, philanthropists, etc. And eventually announce the DRWDAO ERC20 token to provide liquidity to other projects. ",https://drawdao.io/,https://drawdao.io/images/Group-2-2.png,Ethereum,https://twitter.com/draw_dao,,https://drawdao.gitbook.io/welcome-to-gitbook/,,,,,0,1,1
DreamDAO,DAO,Education | Community,Powered by CivicsUnplugged we train and fund regen-minded Gen Z leaders around the world to explore web3 + harness its power to build a #solarpunk future 🌞🌍,Yes,"Powered by Civics Unplugged, the Dream DAO is a DAO ([decentralized autonomous organization] that invests in the future of the web3 x social impact ecosystem by providing diverse Gen Zers around the globe with the training, funding, mentorship, and opportunities they need to leverage the power of web3 to build a brighter future for humanity.

They do this primarily by:

1. fostering an intergenerational learning community for 15-20 year olds seeking to be and build the future of web3 x social impact; and
2. placing their most committed young community members in meaningful paid internships at socially impactful web3 organizations where they can receive mentorship and gain confidence as contributors to the web3 x social impact space.",https://www.dreamdao.xyz/,https://pbs.twimg.com/profile_images/1450845956035993604/3WlyJf0K_400x400.jpg,,https://twitter.com/DreamDAO_,https://discord.com/invite/t4w6HUgMcM,https://cucrew.notion.site/Dream-DAO-In-A-Nutshell-59aa3a822b754482a99cbf787cb9d729,,,,,0,0,1
Droneseed,Product,Carbon | Supply,"DroneSeed offers full lifecycle services for forestry management by using an efficient, cost-competitive fleet of drones to reduce reliance on manual labor. ",,,https://droneseed.com/,https://pbs.twimg.com/profile_images/1177661097379155968/3LUwFu3o_400x400.jpg,Celo,https://www.twitter.com/DroneSeed,TBA,,,,,,0,1,1
Earth.fm,Product,Media,,,,https://earth.fm/,https://pbs.twimg.com/profile_images/1541772507719532546/BUgGPXxR_400x400.jpg,Web2,,,,,,,,0,1,1
Earthbanc,Product,MRV,"Earthbanc is financing carbon projects across 100m hectares by leveraging digital MRV, AI, and web3 to scale climate solutions. ",,"Earthbanc is the world's first carbon and investment platform that leverages machine learning and satellite remote sensing to continuously audit and rate landscape carbon, carbon offsets, and the green finance products that support carbon removal. Earthbanc's carbon platform precisely tracks carbon permannce and additionality across a range of carbon credit projects across 100M ha, supplying corporate buyers with audited credits. Vertically integrated regenerative finance (ReFi) on blockchain for carbon removal to scale up climate action, faster. Earthbanc's digital MRV is venture backed by the European Space Agency. We ensure your carbon offsetting is precise and accurate with ongoing monitoring of carbon projects. ",https://earthbanc.io/,https://earthbanc.io/wp-content/uploads/2020/05/earthbanc-logo-2020-3.svg,R3 Corda blockchain,https://twitter.com/earthbanc,,,,,,,0,0,1
EarthDollar,Product,RWAs,"EARTH DOLLAR IS THE WORLD’S LARGEST CARBON-NEGATIVE ASSET-BACKED COMMUNITY CURRENCY.
IT POWERS AN ALTERNATIVE LIVING ECONOMIC SYSTEM TO TOKENIZE & MONETIZE REAL ASSETS,
WITH A MISSION TO PROTECT THE EARTH & END GLOBAL POVERTY",,"The Earth Dollar is conducting a token sale to build an alternative economic system on the blockchain called the Living Economic System, which puts the health and wellness of the Earth at the center of new wealth creation. The Living Economic System is the opposite of our extractive economy and has a built-in decentralized blockchain-based platform that helps asset owners generate sustainable wealth by registering, tokenizing, and trading Real Assets. Real Assets include keeping fossil fuels in the ground, real estate assets, land, precious metals, Natural Capital Assets, commodities, and more. The new wealth generated is used to build sustainable cities, restore the climate to pre-industrial conditions, revitalize the Earth, and end extreme poverty",https://earthdollar.org/home/,https://pbs.twimg.com/profile_images/908552635933798400/yti7O3n1_400x400.jpg,TBA,https://twitter.com/EarthDollar,,,,,,,1,1,1
Earthshot,Protocol,Stewardship,,,,,,TBA,,,,,,,,0,1,1
Earthshot Institute,Research,Education,,,,,,Web2,,,,,,,,0,1,1
EarthWallet,Wallet,Carbon | Demand,,Yes,,https://www.earthwallet.io/,,Cross-EVM,,,,,,,,0,1,1
Eco Coin,Token,Community,Sustainable tokens for events and organizations,,,,,Web2,,,,,,,,1,1,1
EcoRise,Reserve,Carbon | Demand,,,"ECORISE gives Humans an opportunity to buy back our planet from governments, corporations, and profit-based resource extraction business, through collective, shared stewardship of biodiverse ecosystems.",https://ecorise.finance/,https://pbs.twimg.com/profile_images/1467220224143331330/uKgUEXym_400x400.jpg,Solana,https://twitter.com/ECORISEDAO,https://t.co/CoaQyGZcxo,,,,,,1,1,1
Eden DAO,Reserve,Carbon | Tokenization,Upcoming project: https://www.theedendao.com/,,,https://www.theedendao.com/,,TBA,,,,,,,,1,1,1
Empower,Product,Plastic,,,,https://www.empower.eco/,,Web2,,,,,,,,0,1,1
Enrex,Product,Carbon | Demand,,,,https://enrex.io/,,Solana,,,,,,,,0,1,1
EthaverseDAO,Reserve,Energy,,,,https://www.ethaverse.io/,,TBA,,,,,,,,1,1,1
EthicHub,Lender,Stewardship,The first DeFi protocol to secure lending by connecting Yield farmers to Actual farmers!,Yes,,https://ethix.ethichub.com/,,Celo,,,,,,,,0,1,1
Evreka,Product,Waste Management | Vertical,"A leading SaaS company, providing the most comprehensive intelligent solution designed for the entirre category of waste management across the globe. Evreka is aiming to reshape the waste management business by delivering end-to-end solutions and cutting-edge products, as well as guaranteeing operational excellence.",,"Evreka creates the best waste management solution by far, All-In-One Evreka Platform, to improve and digitize the whole waste process through hardware and software solutions. Evreka's scalable, fully integrable, ultra-modern, and modular platform empowers its users to run their companies within the scope of the circular economy, execute on their sustainability goals, and optimize their business processes.",https://evreka.co/,https://evreka.co/wp-content/themes/evreka-theme/assets/img/logo/evreka-logo.svg,,https://twitter.com/EvrekaCo?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,,,,,,,0,0,1
Fabricating Future Forests,DAO,,"Web3 as interface with nature, ecological interactions towards another million trees.",Yes,,https://www.ffforests.xyz/,,TBA,https://twitter.com/ffforests,TBA,,,,,,1,1,1
Farm VC,Investor,Stewardship | Funding,"Farm offers no-interest financing solutions to land stewards who are seeking to expand their land ownership and/or operations, but need cash to do so.",,"Farm provides up-front capital in exchange for a revenue share and/or portion of land ownership for an agreed period of time. The steward can use this cash however they best see fit and can buy out Farm's shares at any time. Through FarmFi the applicant uploads their financial documents and business proposal. After a time, the FarmFi team reviews the documents and gives them an answer of whether they will be financed or not, if so, the FarmFi money goes directly to the applicant’s bank account. People can also apply to invest in land, instead of receiving an investment.",https://farm.vc/,https://pbs.twimg.com/profile_images/1519524450168819712/vTqZUDNa_400x400.jpg,Web2,https://twitter.com/farm,TBA,TBA,https://farm.vc/data-product https://documenter.getpostman.com/view/20419414/Uz5GmaoH,Medium; it depends on other organizations' reliability.,"Email hi@farm.vc, data@farm.vc; Phone Number (970) 632-7765.","USA (Colorado, Nebraska, Oklahoma, Kansas, South Dakota, North Dakota, Texas, Wyoming).",1,1,1
Filecoin Green,Data,Carbon | Demand,Filecoin wants to be at the forefront of that change and Filecoin Green is an initiative that seeks to make its blockchain carbon-neutral,Yes,,,,,,,,,,,,0,0,1
Flori Ventures,Investor,Funding,Flori backs founders and leaders who tap into financial innovation to solve real-world problems at scale. We facilitate and promote partnerships among our portfolio companies and support among our founders. ,,"Flori believes in collective power and promotes strategy, technology, marketing, and product partnerships among its portfolio companies and the wider Celo community. They aim to unlock prosperity for all, leading support, tools, and resources for companies, builders, and creators. ",https://www.floriventures.com/,https://uploads-ssl.webflow.com/61a51fbcc47c6d57383e84ae/61a5fb6a476680115acebea5_Flori-logo.png,Celo,https://twitter.com/floriventures,TBA,TBA,TBA,Medium (not enough information),Fill Contact form https://airtable.com/shruhvQVl0NHhSl0E ,,1,1,1
Flow Carbon,Product,Carbon | Tokenization | Supply | Vertical,"Flowcarbon operates at the intersection of carbon and crypto, leveraging Web3 to protect the earth’s natural carbon sinks",,"Flowcarbon is a protocol, initially launching on Celo,with the mission to bring carbon credits on-chain. Through the tokenization of carbon credits, Flowcarbon allows project developers and carbon buyers to engage directly, creating deep liquidity in the carbon market and allowing for efficient price discovery. Flowcarbon aims to solve carbon market reliability problems, using blockchain to create an open, transparent, and liquid market for carbon - one in which verified carbon credits from projects that prevent deforestation and restore natural ecosystems are on-chain, and within reach of institutional and retail buyers.",https://www.flowcarbon.com/about,https://images.squarespace-cdn.com/content/v1/61a2ba6209495b7cde63e740/942c942c-1186-4c79-9fc8-8b2c1fe71210/Flowcarbon_logo.jpeg,Celo,https://twitter.com/weareflowcarbon,https://discord.gg/EJxb2Jdaey,TBA,https://docs.flowcarbon.com/introduction/context  ,,https://www.flowcarbon.com/contact ,,1,1,1
FlyWallet,Product,Carbon | Demand,"Travel more, powered by Celo Spend cUSD on your flights around the world and help offset carbon emission when you travel.",Yes,,https://www.flywallet.io/pro,,Celo,,,,,,,,0,0,1
Future Forest Company,Ground,Carbon | Supply,,,,https://thefutureforestcompany.com/,,,,,,,,,,0,0,1
GaiaDAO,DAO,Carbon | Demand,,Yes,,,,Avalanche,,,,,,,,0,1,1
GainForest,Data,MRV | Geospatial,GainForest™ is a decentralised green fund using artificial intelligence to measure and reward sustainable nature stewardship.,Yes,"GainForest is an open platform that empowers sustainable conservation efforts by unifying 1) accessible and automated monitoring, 2) auditable and decentralized payments and 3) stakeholder engagement and user-focused token incentives into one system. The GainForest platform replaces a trusted third party with a self-enforcing smart contract thus providing transparent and frictionless transactions. A programmable smart contract also creates automated trust through data-driven impact verification and novel incentives for donors to become investors through token economics. Real-world project areas are represented virtually through an NFTree, allowing conservation projects to continuously raise funds for sustainable stewardship.",https://www.gainforest.net/,https://uploads-ssl.webflow.com/5fef186f973b9b2aec20edd3/5ff04df324cebadb099cae01_logo.svg,Solana,https://twitter.com/GainForestNow,https://t.co/2RuRVLeQ6q,https://uploads-ssl.webflow.com/5fef186f973b9b2aec20edd3/62c467c386fa4c75b844834d_GainForest_Green_Paper.pdf,https://drive.google.com/file/d/1k7V8g2eHDgDSw_kttObaOy5IrksnuHal/view,,team@gainforest.net,,1,1,1
GamesForestDAO,DAO,Carbon | Demand,Building on the gamesforest.club UI,,,,,Celo,,,,,,,,0,1,1
Goldfinch,Lender,RWAs,Goldfinch is a decentralized credit protocol for crypto loans to real businesses. Goldfinch expands access to capital in emerging markets where crypto can truly empower financial inclusion.,Yes,,https://gamesforest.club/,https://goldfinch.finance/images/logotype-purp.svg,Ethereum,https://twitter.com/goldfinch_fi,https://discord.gg/HVeaca3fN8,,,,,,0,1,1
Good Carbon,Product,Carbon | Supply,"Our Platform democratizes access to carbon markets, enabling anyone, anywhere, to finance, invest and buy into existing and emerging natural climate solution projects, and their carbon credit streams. By doing so, we’re opening up access to a forward market for carbon credit streams, an alternative to the available carbon credits in today’s spot markets.",,,https://www.goodcarbon.earth/our-platform,,,,,,,,,,0,0,1
GoodDollar,UBI,,"The GoodDollar protocol uses free market forces and the principles of social investing to create a stream of free digital currency. Anyone can receive real, free reserve-backed crypto straight to your phone, so you don’t need to invest in order to participate and learn. That is how we build a more inclusive digital economy, together.",Yes,,https://www.gooddollar.org/,,Ethereum,,,,,,,,1,0,1
Greenfield One,Investor,Funding,,,,https://www.greenfield.one/,,,,,,,,,,0,0,1
GreenTrade,Product,Vertical | Carbon | Tokenization,,,"GreenTrade resolves market constraints by making long-term purchase rights (ERPAs*) tradeable. We stand for high-integrity carbon credits on a robust, transparent, liquid marketplace.",https://greentrade.tech/,,Polygon,,,,,,,,0,1,1
